user_id,country,device_type,plan_type,signup_ts,device_added,device_added_ts,device_configured,device_configured_ts,alert_viewed,alert_viewed_ts,alert_resolved,alert_resolved_ts
953,DE,gateway,free,2024-02-12,1,2024-02-13 23:00:00,1,2024-02-15 01:00:00,1,2024-02-17 18:00:00,0,
954,FR,sensor,free,2024-05-20,1,2024-05-21 12:00:00,1,2024-05-22 15:00:00,1,2024-05-23 08:00:00,0,
955,IN,sensor,free,2024-04-01,1,2024-04-01 04:00:00,0,,0,,0,
956,IN,gateway,free,2024-04-21,1,2024-04-23 10:00:00,1,2024-04-26 01:00:00,0,,0,
957,US,tracker,pro,2024-05-21,1,2024-05-23 12:00:00,1,2024-05-26 00:00:00,1,2024-05-28 07:00:00,1,2024-05-29 01:00:00
958,DE,tracker,enterprise,2024-04-10,1,2024-04-11 05:00:00,1,2024-04-12 18:00:00,0,,0,
959,DE,sensor,pro,2024-02-10,1,2024-02-12 17:00:00,1,2024-02-13 14:00:00,0,,0,
960,US,tracker,pro,2024-06-19,1,2024-06-20 03:00:00,1,2024-06-22 08:00:00,0,,0,
961,DE,sensor,free,2024-03-22,1,2024-03-22 07:00:00,1,2024-03-24 12:00:00,0,,0,
962,US,sensor,pro,2024-06-17,1,2024-06-19 17:00:00,1,2024-06-21 02:00:00,1,2024-06-23 07:00:00,1,2024-06-24 03:00:00
963,IN,tracker,free,2024-01-09,1,2024-01-10 17:00:00,0,,0,,0,
964,IN,sensor,pro,2024-05-27,1,2024-05-28 18:00:00,1,2024-05-30 16:00:00,0,,0,
965,IN,sensor,free,2024-05-28,1,2024-05-29 11:00:00,0,,0,,0,
966,IN,sensor,pro,2024-04-11,1,2024-04-12 10:00:00,1,2024-04-14 15:00:00,1,2024-04-16 09:00:00,0,
967,US,sensor,free,2024-04-09,1,2024-04-09 09:00:00,1,2024-04-12 05:00:00,1,2024-04-14 05:00:00,0,
968,IN,gateway,free,2024-01-25,1,2024-01-27 01:00:00,0,,0,,0,
969,US,gateway,free,2024-01-30,1,2024-01-30 22:00:00,1,2024-02-01 17:00:00,0,,0,
970,IN,sensor,free,2024-05-07,1,2024-05-08 13:00:00,1,2024-05-09 09:00:00,0,,0,
971,US,gateway,free,2024-03-12,1,2024-03-14 12:00:00,0,,0,,0,
972,FR,tracker,free,2024-01-25,1,2024-01-25 12:00:00,1,2024-01-27 17:00:00,1,2024-01-28 21:00:00,0,
973,US,tracker,pro,2024-04-03,1,2024-04-04 12:00:00,0,,0,,0,
974,DE,sensor,free,2024-06-06,1,2024-06-07 18:00:00,1,2024-06-09 15:00:00,0,,0,
975,DE,tracker,pro,2024-01-31,0,2024-01-31 02:00:00,0,,0,,0,
976,IN,gateway,free,2024-04-05,0,2024-04-06 07:00:00,0,,0,,0,
977,US,sensor,free,2024-02-05,1,2024-02-05 20:00:00,1,2024-02-06 11:00:00,1,2024-02-07 18:00:00,1,2024-02-10 04:00:00
978,DE,sensor,pro,2024-06-17,1,2024-06-18 14:00:00,1,2024-06-21 11:00:00,0,,0,
979,IN,sensor,free,2024-03-01,1,2024-03-01 05:00:00,1,2024-03-03 02:00:00,1,2024-03-03 09:00:00,0,
980,US,gateway,free,2024-06-05,0,2024-06-05 16:00:00,0,,0,,0,
981,IN,sensor,pro,2024-06-10,1,2024-06-12 12:00:00,1,2024-06-13 00:00:00,0,,0,
982,UK,gateway,free,2024-01-19,0,2024-01-19 03:00:00,0,,0,,0,
983,DE,sensor,pro,2024-01-05,1,2024-01-06 09:00:00,0,,0,,0,
984,DE,tracker,free,2024-05-27,1,2024-05-29 22:00:00,1,2024-05-31 19:00:00,1,2024-06-02 17:00:00,0,
985,US,sensor,free,2024-01-29,1,2024-01-29 18:00:00,1,2024-01-31 20:00:00,1,2024-02-02 00:00:00,0,
986,IN,tracker,pro,2024-01-03,1,2024-01-03 04:00:00,1,2024-01-04 15:00:00,0,,0,
987,US,tracker,pro,2024-03-24,0,2024-03-25 20:00:00,0,,0,,0,
988,IN,sensor,free,2024-01-25,1,2024-01-26 11:00:00,1,2024-01-26 16:00:00,0,,0,
989,IN,sensor,pro,2024-03-09,1,2024-03-10 10:00:00,1,2024-03-12 07:00:00,0,,0,
990,UK,sensor,enterprise,2024-02-24,1,2024-02-25 13:00:00,1,2024-02-27 03:00:00,1,2024-02-27 12:00:00,1,2024-02-27 19:00:00
991,UK,tracker,free,2024-06-05,1,2024-06-05 16:00:00,1,2024-06-06 22:00:00,0,,0,
992,US,gateway,free,2024-05-04,1,2024-05-06 12:00:00,0,,0,,0,
993,IN,sensor,enterprise,2024-02-10,1,2024-02-10 23:00:00,1,2024-02-11 14:00:00,0,,0,
994,US,sensor,free,2024-05-09,1,2024-05-09 11:00:00,0,,0,,0,
995,IN,sensor,free,2024-01-06,1,2024-01-07 10:00:00,1,2024-01-09 10:00:00,1,2024-01-11 19:00:00,0,
996,DE,tracker,free,2024-01-31,1,2024-02-02 10:00:00,1,2024-02-02 14:00:00,1,2024-02-02 18:00:00,0,
997,FR,gateway,pro,2024-03-31,1,2024-04-02 00:00:00,1,2024-04-02 08:00:00,1,2024-04-03 22:00:00,1,2024-04-04 14:00:00
998,DE,tracker,enterprise,2024-04-18,1,2024-04-20 20:00:00,1,2024-04-21 08:00:00,1,2024-04-21 22:00:00,1,2024-04-24 15:00:00
999,FR,sensor,pro,2024-04-10,0,2024-04-10 06:00:00,0,,0,,0,
1000,IN,sensor,enterprise,2024-02-15,1,2024-02-15 03:00:00,1,2024-02-17 19:00:00,1,2024-02-20 15:00:00,1,2024-02-20 18:00:00
1001,DE,tracker,free,2024-02-29,1,2024-03-02 10:00:00,1,2024-03-02 14:00:00,1,2024-03-02 17:00:00,0,
1002,US,sensor,free,2024-02-15,1,2024-02-15 23:00:00,1,2024-02-16 01:00:00,0,,0,
1003,UK,tracker,pro,2024-01-19,1,2024-01-21 09:00:00,1,2024-01-24 01:00:00,0,,0,
1004,US,sensor,enterprise,2024-01-01,1,2024-01-01 01:00:00,1,2024-01-04 00:00:00,0,,0,
1005,UK,sensor,free,2024-01-18,1,2024-01-18 03:00:00,1,2024-01-18 06:00:00,1,2024-01-19 17:00:00,1,2024-01-20 15:00:00
1006,US,gateway,free,2024-05-14,1,2024-05-14 23:00:00,1,2024-05-15 08:00:00,0,,0,
1007,US,tracker,free,2024-04-22,1,2024-04-22 01:00:00,1,2024-04-22 22:00:00,1,2024-04-24 18:00:00,0,
1008,UK,tracker,free,2024-06-08,1,2024-06-08 05:00:00,1,2024-06-10 13:00:00,0,,0,
1009,IN,sensor,free,2024-02-28,1,2024-02-29 04:00:00,0,,0,,0,
1010,IN,sensor,free,2024-03-05,1,2024-03-07 21:00:00,0,,0,,0,
1011,IN,gateway,enterprise,2024-01-12,1,2024-01-13 20:00:00,1,2024-01-16 10:00:00,0,,0,
1012,FR,gateway,free,2024-06-21,1,2024-06-21 13:00:00,1,2024-06-24 00:00:00,1,2024-06-26 03:00:00,0,
1013,FR,gateway,pro,2024-05-31,1,2024-06-01 01:00:00,1,2024-06-02 21:00:00,1,2024-06-05 11:00:00,0,
1014,DE,sensor,free,2024-06-30,1,2024-07-01 05:00:00,1,2024-07-01 14:00:00,1,2024-07-01 22:00:00,0,
1015,US,tracker,free,2024-01-04,1,2024-01-04 01:00:00,1,2024-01-04 13:00:00,1,2024-01-05 07:00:00,0,
1016,FR,gateway,pro,2024-03-19,1,2024-03-21 18:00:00,1,2024-03-23 12:00:00,0,,0,
1017,DE,tracker,pro,2024-01-24,1,2024-01-25 10:00:00,1,2024-01-26 16:00:00,1,2024-01-28 12:00:00,0,
1018,US,gateway,free,2024-01-23,1,2024-01-25 11:00:00,0,,0,,0,
1019,FR,sensor,pro,2024-03-29,1,2024-03-31 17:00:00,1,2024-04-03 03:00:00,1,2024-04-04 13:00:00,0,
1020,DE,tracker,pro,2024-06-25,1,2024-06-25 22:00:00,1,2024-06-28 05:00:00,1,2024-06-28 21:00:00,0,
1021,US,gateway,free,2024-01-21,1,2024-01-23 05:00:00,0,,0,,0,
1022,IN,tracker,free,2024-05-29,1,2024-05-30 07:00:00,1,2024-05-31 06:00:00,1,2024-06-02 06:00:00,1,2024-06-02 17:00:00
1023,FR,tracker,pro,2024-05-01,1,2024-05-03 18:00:00,0,,0,,0,
1024,FR,gateway,free,2024-04-18,1,2024-04-18 03:00:00,1,2024-04-20 08:00:00,1,2024-04-22 19:00:00,1,2024-04-25 11:00:00
1025,FR,gateway,free,2024-02-06,1,2024-02-07 22:00:00,0,,0,,0,
1026,IN,sensor,free,2024-01-30,1,2024-01-31 20:00:00,0,,0,,0,
1027,UK,sensor,free,2024-01-31,1,2024-02-01 17:00:00,1,2024-02-02 10:00:00,1,2024-02-04 19:00:00,0,
1028,UK,sensor,enterprise,2024-02-02,1,2024-02-02 13:00:00,1,2024-02-04 05:00:00,1,2024-02-05 21:00:00,1,2024-02-07 00:00:00
1029,IN,sensor,free,2024-04-18,0,2024-04-18 10:00:00,0,,0,,0,
1030,UK,sensor,free,2024-03-16,1,2024-03-18 14:00:00,1,2024-03-19 06:00:00,1,2024-03-19 11:00:00,0,
1031,DE,sensor,free,2024-06-03,1,2024-06-03 06:00:00,1,2024-06-03 13:00:00,1,2024-06-04 23:00:00,0,
1032,US,sensor,pro,2024-03-18,1,2024-03-20 21:00:00,1,2024-03-22 22:00:00,0,,0,
1033,IN,sensor,pro,2024-04-26,1,2024-04-28 02:00:00,1,2024-04-30 15:00:00,1,2024-05-02 07:00:00,0,
1034,DE,sensor,enterprise,2024-02-27,1,2024-02-28 15:00:00,1,2024-02-29 01:00:00,1,2024-02-29 19:00:00,1,2024-03-01 03:00:00
1035,DE,sensor,pro,2024-05-08,1,2024-05-09 19:00:00,1,2024-05-12 12:00:00,1,2024-05-12 14:00:00,1,2024-05-12 19:00:00
1036,US,gateway,pro,2024-03-04,1,2024-03-05 18:00:00,1,2024-03-07 11:00:00,0,,0,
1037,IN,gateway,free,2024-04-18,1,2024-04-19 16:00:00,1,2024-04-19 20:00:00,0,,0,
1038,US,sensor,free,2024-04-23,1,2024-04-23 05:00:00,1,2024-04-24 18:00:00,0,,0,
1039,DE,gateway,pro,2024-04-22,1,2024-04-24 19:00:00,1,2024-04-25 14:00:00,0,,0,
1040,IN,tracker,pro,2024-03-12,0,2024-03-14 13:00:00,0,,0,,0,
1041,US,sensor,enterprise,2024-03-12,1,2024-03-12 15:00:00,1,2024-03-14 05:00:00,0,,0,
1042,UK,gateway,pro,2024-01-26,0,2024-01-26 10:00:00,0,,0,,0,
1043,IN,tracker,free,2024-03-30,1,2024-03-30 01:00:00,1,2024-04-01 18:00:00,0,,0,
1044,US,tracker,free,2024-06-25,1,2024-06-27 15:00:00,0,,0,,0,
1045,UK,sensor,free,2024-06-20,1,2024-06-20 16:00:00,1,2024-06-22 16:00:00,1,2024-06-24 23:00:00,1,2024-06-27 11:00:00
1046,US,gateway,free,2024-02-12,1,2024-02-13 04:00:00,0,,0,,0,
1047,IN,sensor,free,2024-02-18,1,2024-02-19 13:00:00,1,2024-02-21 12:00:00,1,2024-02-22 02:00:00,1,2024-02-22 09:00:00
1048,DE,gateway,free,2024-06-28,1,2024-06-30 06:00:00,1,2024-07-01 03:00:00,0,,0,
1049,UK,tracker,free,2024-03-11,1,2024-03-11 11:00:00,1,2024-03-11 20:00:00,0,,0,
1050,DE,gateway,pro,2024-06-08,1,2024-06-09 13:00:00,0,,0,,0,
1051,UK,tracker,free,2024-04-15,1,2024-04-16 14:00:00,0,,0,,0,
1052,US,sensor,pro,2024-02-24,1,2024-02-25 10:00:00,1,2024-02-26 14:00:00,1,2024-02-28 20:00:00,0,
1053,FR,tracker,free,2024-04-22,0,2024-04-22 22:00:00,0,,0,,0,
1054,UK,gateway,free,2024-01-18,1,2024-01-20 07:00:00,1,2024-01-21 21:00:00,0,,0,
1055,FR,sensor,enterprise,2024-05-02,1,2024-05-02 04:00:00,1,2024-05-03 08:00:00,0,,0,
1056,IN,gateway,free,2024-01-29,1,2024-01-30 20:00:00,1,2024-02-01 05:00:00,1,2024-02-03 06:00:00,1,2024-02-04 05:00:00
1057,UK,sensor,enterprise,2024-06-08,1,2024-06-08 05:00:00,1,2024-06-10 05:00:00,1,2024-06-11 13:00:00,0,
1058,IN,sensor,free,2024-06-30,1,2024-07-02 08:00:00,0,,0,,0,
1059,IN,tracker,free,2024-03-24,0,2024-03-24 19:00:00,0,,0,,0,
1060,US,sensor,free,2024-01-31,1,2024-01-31 15:00:00,1,2024-01-31 23:00:00,1,2024-02-01 06:00:00,1,2024-02-04 00:00:00
1061,UK,gateway,free,2024-06-19,1,2024-06-21 03:00:00,1,2024-06-21 17:00:00,1,2024-06-22 17:00:00,0,
1062,FR,sensor,free,2024-06-17,1,2024-06-18 01:00:00,1,2024-06-18 09:00:00,1,2024-06-19 01:00:00,1,2024-06-20 17:00:00
1063,UK,sensor,pro,2024-05-15,1,2024-05-17 05:00:00,1,2024-05-17 08:00:00,1,2024-05-18 17:00:00,1,2024-05-19 16:00:00
1064,IN,tracker,free,2024-02-12,1,2024-02-14 19:00:00,1,2024-02-14 23:00:00,0,,0,
1065,IN,sensor,pro,2024-06-27,1,2024-06-28 20:00:00,1,2024-06-29 16:00:00,0,,0,
1066,US,gateway,free,2024-05-15,1,2024-05-16 14:00:00,1,2024-05-19 05:00:00,1,2024-05-21 17:00:00,0,
1067,IN,gateway,free,2024-05-04,1,2024-05-06 13:00:00,0,,0,,0,
1068,DE,gateway,enterprise,2024-01-09,1,2024-01-11 21:00:00,1,2024-01-12 01:00:00,0,,0,
1069,IN,tracker,pro,2024-03-18,1,2024-03-19 22:00:00,1,2024-03-20 19:00:00,1,2024-03-21 11:00:00,0,
1070,IN,gateway,free,2024-06-22,1,2024-06-24 12:00:00,0,,0,,0,
1071,IN,sensor,free,2024-02-02,1,2024-02-03 08:00:00,0,,0,,0,
1072,IN,tracker,free,2024-02-27,1,2024-02-27 23:00:00,1,2024-02-28 16:00:00,1,2024-02-29 19:00:00,1,2024-03-01 04:00:00
1073,DE,sensor,enterprise,2024-03-19,1,2024-03-19 19:00:00,1,2024-03-19 23:00:00,1,2024-03-21 23:00:00,0,
1074,DE,gateway,free,2024-04-03,1,2024-04-04 03:00:00,0,,0,,0,
1075,FR,tracker,pro,2024-06-07,1,2024-06-08 10:00:00,1,2024-06-09 15:00:00,1,2024-06-10 13:00:00,1,2024-06-12 02:00:00
1076,IN,gateway,free,2024-03-23,1,2024-03-25 18:00:00,1,2024-03-27 20:00:00,1,2024-03-28 18:00:00,1,2024-03-29 02:00:00
1077,IN,tracker,enterprise,2024-02-17,1,2024-02-19 05:00:00,1,2024-02-20 22:00:00,0,,0,
1078,US,gateway,free,2024-04-15,1,2024-04-15 09:00:00,0,,0,,0,
1079,DE,tracker,free,2024-05-18,1,2024-05-19 07:00:00,1,2024-05-21 05:00:00,1,2024-05-21 11:00:00,0,
1080,FR,tracker,pro,2024-05-07,1,2024-05-09 08:00:00,0,,0,,0,
1081,UK,sensor,enterprise,2024-03-14,1,2024-03-15 12:00:00,1,2024-03-16 11:00:00,1,2024-03-18 18:00:00,0,
1082,DE,sensor,enterprise,2024-04-21,1,2024-04-22 01:00:00,1,2024-04-22 05:00:00,1,2024-04-24 17:00:00,1,2024-04-26 07:00:00
1083,IN,sensor,pro,2024-05-07,1,2024-05-07 01:00:00,1,2024-05-09 11:00:00,1,2024-05-11 15:00:00,0,
1084,UK,gateway,pro,2024-04-09,1,2024-04-09 05:00:00,1,2024-04-11 13:00:00,1,2024-04-12 13:00:00,1,2024-04-13 00:00:00
1085,FR,sensor,pro,2024-06-09,1,2024-06-11 03:00:00,1,2024-06-13 04:00:00,0,,0,
1086,IN,sensor,pro,2024-03-28,1,2024-03-29 09:00:00,1,2024-03-30 11:00:00,1,2024-03-31 02:00:00,1,2024-04-01 18:00:00
1087,US,sensor,pro,2024-01-15,1,2024-01-17 05:00:00,1,2024-01-19 00:00:00,1,2024-01-20 04:00:00,1,2024-01-22 20:00:00
1088,DE,tracker,free,2024-01-29,1,2024-01-31 13:00:00,0,,0,,0,
1089,FR,gateway,pro,2024-06-03,1,2024-06-04 11:00:00,1,2024-06-05 15:00:00,0,,0,
1090,IN,sensor,free,2024-01-20,1,2024-01-21 11:00:00,1,2024-01-21 20:00:00,0,,0,
1091,FR,sensor,pro,2024-06-12,1,2024-06-13 03:00:00,1,2024-06-13 08:00:00,1,2024-06-14 01:00:00,1,2024-06-16 11:00:00
1092,US,sensor,pro,2024-01-14,1,2024-01-14 11:00:00,1,2024-01-15 07:00:00,0,,0,
1093,US,sensor,free,2024-02-06,1,2024-02-07 04:00:00,0,,0,,0,
1094,US,sensor,free,2024-04-10,1,2024-04-10 10:00:00,0,,0,,0,
1095,IN,tracker,free,2024-02-18,1,2024-02-19 11:00:00,1,2024-02-21 17:00:00,0,,0,
1096,DE,tracker,free,2024-06-12,1,2024-06-12 18:00:00,0,,0,,0,
1097,IN,sensor,free,2024-01-15,1,2024-01-15 05:00:00,1,2024-01-16 21:00:00,1,2024-01-19 07:00:00,0,
1098,DE,sensor,enterprise,2024-06-15,1,2024-06-15 06:00:00,1,2024-06-15 10:00:00,1,2024-06-15 14:00:00,1,2024-06-16 22:00:00
1099,UK,sensor,pro,2024-01-05,1,2024-01-06 06:00:00,1,2024-01-09 02:00:00,0,,0,
1100,IN,sensor,pro,2024-04-06,0,2024-04-08 17:00:00,0,,0,,0,
1101,DE,sensor,free,2024-02-14,1,2024-02-16 20:00:00,1,2024-02-16 21:00:00,1,2024-02-18 17:00:00,1,2024-02-19 10:00:00
1102,FR,sensor,enterprise,2024-05-08,1,2024-05-10 14:00:00,1,2024-05-12 20:00:00,1,2024-05-15 00:00:00,0,
1103,UK,sensor,pro,2024-02-16,1,2024-02-18 00:00:00,1,2024-02-19 10:00:00,1,2024-02-21 08:00:00,0,
1104,FR,gateway,free,2024-02-03,0,2024-02-04 00:00:00,0,,0,,0,
1105,FR,gateway,pro,2024-05-15,1,2024-05-16 19:00:00,1,2024-05-17 23:00:00,1,2024-05-18 10:00:00,0,
1106,DE,gateway,enterprise,2024-02-23,1,2024-02-23 18:00:00,0,,0,,0,
1107,IN,sensor,free,2024-03-27,1,2024-03-28 09:00:00,1,2024-03-29 07:00:00,1,2024-03-29 23:00:00,0,
1108,UK,tracker,pro,2024-02-29,1,2024-02-29 09:00:00,1,2024-03-02 07:00:00,1,2024-03-05 04:00:00,0,
1109,US,tracker,enterprise,2024-02-06,0,2024-02-08 04:00:00,0,,0,,0,
1110,DE,sensor,free,2024-06-22,1,2024-06-22 11:00:00,1,2024-06-24 09:00:00,1,2024-06-24 17:00:00,0,
1111,UK,sensor,pro,2024-01-18,1,2024-01-20 20:00:00,0,,0,,0,
1112,IN,gateway,free,2024-01-10,1,2024-01-10 02:00:00,0,,0,,0,
1113,IN,sensor,free,2024-03-08,1,2024-03-09 03:00:00,1,2024-03-11 13:00:00,0,,0,
1114,US,sensor,pro,2024-03-26,0,2024-03-26 18:00:00,0,,0,,0,
1115,US,gateway,free,2024-04-16,1,2024-04-17 10:00:00,0,,0,,0,
1116,US,gateway,pro,2024-03-16,1,2024-03-18 06:00:00,0,,0,,0,
1117,DE,sensor,free,2024-05-31,1,2024-05-31 11:00:00,1,2024-06-01 14:00:00,0,,0,
1118,UK,gateway,free,2024-02-16,1,2024-02-18 18:00:00,1,2024-02-20 16:00:00,1,2024-02-21 20:00:00,1,2024-02-22 07:00:00
1119,IN,tracker,free,2024-02-06,1,2024-02-07 07:00:00,1,2024-02-07 09:00:00,1,2024-02-09 15:00:00,1,2024-02-11 00:00:00
1120,DE,sensor,free,2024-02-12,1,2024-02-13 20:00:00,1,2024-02-16 11:00:00,0,,0,
1121,UK,gateway,free,2024-01-25,1,2024-01-27 08:00:00,0,,0,,0,
1122,FR,sensor,pro,2024-03-27,1,2024-03-27 19:00:00,0,,0,,0,
1123,UK,sensor,enterprise,2024-05-25,1,2024-05-26 08:00:00,1,2024-05-26 11:00:00,0,,0,
1124,UK,gateway,pro,2024-06-27,1,2024-06-28 12:00:00,0,,0,,0,
1125,US,sensor,free,2024-02-15,1,2024-02-17 23:00:00,1,2024-02-20 21:00:00,0,,0,
1126,US,sensor,pro,2024-06-15,1,2024-06-15 14:00:00,1,2024-06-17 23:00:00,1,2024-06-18 21:00:00,0,
1127,DE,sensor,enterprise,2024-03-18,1,2024-03-19 21:00:00,1,2024-03-20 18:00:00,1,2024-03-23 09:00:00,0,
1128,IN,gateway,free,2024-04-21,1,2024-04-21 01:00:00,0,,0,,0,
1129,IN,gateway,free,2024-03-26,0,2024-03-28 04:00:00,0,,0,,0,
1130,IN,sensor,free,2024-06-14,0,2024-06-15 09:00:00,0,,0,,0,
1131,US,gateway,free,2024-03-19,1,2024-03-20 10:00:00,0,,0,,0,
1132,IN,sensor,enterprise,2024-01-05,1,2024-01-05 16:00:00,1,2024-01-06 07:00:00,1,2024-01-06 08:00:00,0,
1133,DE,gateway,pro,2024-04-22,1,2024-04-22 02:00:00,0,,0,,0,
1134,IN,sensor,pro,2024-05-12,1,2024-05-14 14:00:00,0,,0,,0,
1135,US,gateway,free,2024-04-30,1,2024-04-30 19:00:00,1,2024-05-01 20:00:00,0,,0,
1136,DE,tracker,free,2024-06-26,1,2024-06-26 15:00:00,1,2024-06-28 01:00:00,1,2024-06-29 14:00:00,1,2024-07-01 22:00:00
1137,UK,tracker,free,2024-02-11,1,2024-02-11 16:00:00,0,,0,,0,
1138,IN,sensor,enterprise,2024-05-26,1,2024-05-27 04:00:00,1,2024-05-27 07:00:00,1,2024-05-27 16:00:00,0,
1139,IN,tracker,free,2024-06-10,1,2024-06-10 06:00:00,1,2024-06-12 13:00:00,0,,0,
1140,US,sensor,pro,2024-02-22,1,2024-02-23 03:00:00,1,2024-02-25 16:00:00,0,,0,
1141,UK,tracker,free,2024-01-21,1,2024-01-22 15:00:00,0,,0,,0,
1142,IN,sensor,pro,2024-02-14,1,2024-02-14 11:00:00,0,,0,,0,
1143,US,sensor,pro,2024-02-29,1,2024-02-29 13:00:00,1,2024-03-01 09:00:00,0,,0,
1144,US,sensor,pro,2024-06-29,1,2024-06-30 01:00:00,0,,0,,0,
1145,IN,sensor,free,2024-01-19,1,2024-01-20 17:00:00,1,2024-01-23 15:00:00,0,,0,
1146,UK,gateway,free,2024-02-04,0,2024-02-05 13:00:00,0,,0,,0,
1147,UK,tracker,free,2024-03-22,1,2024-03-22 14:00:00,1,2024-03-22 20:00:00,1,2024-03-25 00:00:00,1,2024-03-26 03:00:00
1148,US,gateway,enterprise,2024-01-14,0,2024-01-14 21:00:00,0,,0,,0,
1149,UK,gateway,free,2024-03-26,1,2024-03-27 19:00:00,0,,0,,0,
1150,UK,gateway,free,2024-04-12,1,2024-04-13 20:00:00,1,2024-04-14 01:00:00,1,2024-04-16 11:00:00,1,2024-04-18 04:00:00
1151,US,sensor,free,2024-01-12,1,2024-01-13 18:00:00,1,2024-01-14 23:00:00,1,2024-01-17 04:00:00,0,
1152,UK,sensor,free,2024-06-25,1,2024-06-26 03:00:00,1,2024-06-28 23:00:00,0,,0,
1153,US,sensor,pro,2024-01-03,1,2024-01-04 09:00:00,1,2024-01-06 19:00:00,0,,0,
1154,US,sensor,enterprise,2024-04-28,1,2024-04-29 07:00:00,1,2024-05-01 17:00:00,0,,0,
1155,US,sensor,free,2024-04-13,1,2024-04-13 16:00:00,1,2024-04-15 20:00:00,0,,0,
1156,UK,sensor,enterprise,2024-04-05,1,2024-04-05 07:00:00,1,2024-04-06 02:00:00,1,2024-04-08 19:00:00,0,
1157,DE,sensor,pro,2024-06-03,1,2024-06-03 16:00:00,1,2024-06-04 10:00:00,0,,0,
1158,UK,sensor,free,2024-04-26,1,2024-04-27 22:00:00,1,2024-04-30 20:00:00,0,,0,
1159,UK,tracker,enterprise,2024-06-01,1,2024-06-01 04:00:00,1,2024-06-02 11:00:00,1,2024-06-03 21:00:00,0,
1160,DE,sensor,pro,2024-05-22,1,2024-05-22 03:00:00,0,,0,,0,
1161,UK,gateway,free,2024-04-24,1,2024-04-24 19:00:00,1,2024-04-25 01:00:00,0,,0,
1162,DE,gateway,pro,2024-01-27,1,2024-01-28 05:00:00,1,2024-01-29 18:00:00,0,,0,
1163,IN,gateway,free,2024-01-15,1,2024-01-17 17:00:00,0,,0,,0,
1164,US,sensor,free,2024-06-06,1,2024-06-06 21:00:00,1,2024-06-09 07:00:00,0,,0,
1165,DE,sensor,pro,2024-06-21,1,2024-06-23 07:00:00,1,2024-06-24 20:00:00,1,2024-06-26 02:00:00,1,2024-06-27 22:00:00
1166,UK,sensor,pro,2024-06-29,1,2024-06-29 11:00:00,1,2024-07-01 11:00:00,1,2024-07-04 03:00:00,0,
1167,UK,sensor,pro,2024-03-18,0,2024-03-19 12:00:00,0,,0,,0,
1168,US,sensor,free,2024-02-14,1,2024-02-15 15:00:00,1,2024-02-17 11:00:00,0,,0,
1169,DE,gateway,enterprise,2024-04-01,0,2024-04-03 02:00:00,0,,0,,0,
1170,IN,gateway,free,2024-01-11,1,2024-01-12 04:00:00,1,2024-01-13 17:00:00,0,,0,
1171,US,gateway,free,2024-03-18,1,2024-03-18 20:00:00,1,2024-03-20 02:00:00,0,,0,
1172,FR,sensor,free,2024-06-27,1,2024-06-28 15:00:00,1,2024-07-01 08:00:00,0,,0,
1173,US,sensor,free,2024-04-20,1,2024-04-21 01:00:00,1,2024-04-21 16:00:00,0,,0,
1174,IN,tracker,free,2024-06-15,1,2024-06-16 22:00:00,0,,0,,0,
1175,US,sensor,pro,2024-01-24,1,2024-01-25 08:00:00,1,2024-01-25 19:00:00,1,2024-01-26 21:00:00,1,2024-01-28 22:00:00
1176,US,gateway,pro,2024-05-13,1,2024-05-15 15:00:00,1,2024-05-17 17:00:00,1,2024-05-20 00:00:00,0,
1177,UK,gateway,enterprise,2024-02-02,1,2024-02-03 20:00:00,1,2024-02-05 02:00:00,0,,0,
1178,DE,sensor,pro,2024-05-29,1,2024-05-30 17:00:00,1,2024-05-31 11:00:00,1,2024-06-01 16:00:00,1,2024-06-03 06:00:00
1179,UK,sensor,free,2024-02-29,1,2024-02-29 09:00:00,1,2024-03-01 18:00:00,0,,0,
1180,US,sensor,pro,2024-05-27,1,2024-05-28 14:00:00,0,,0,,0,
1181,FR,sensor,pro,2024-01-11,1,2024-01-12 13:00:00,1,2024-01-15 07:00:00,0,,0,
1182,IN,sensor,free,2024-04-24,1,2024-04-25 18:00:00,1,2024-04-26 05:00:00,0,,0,
1183,US,sensor,pro,2024-02-04,0,2024-02-04 23:00:00,0,,0,,0,
1184,FR,sensor,free,2024-06-11,1,2024-06-11 16:00:00,1,2024-06-14 00:00:00,1,2024-06-16 13:00:00,1,2024-06-16 14:00:00
1185,DE,gateway,free,2024-03-05,1,2024-03-06 15:00:00,0,,0,,0,
1186,FR,tracker,free,2024-04-15,1,2024-04-17 06:00:00,1,2024-04-19 10:00:00,0,,0,
1187,US,sensor,pro,2024-03-30,1,2024-03-31 03:00:00,1,2024-03-31 10:00:00,1,2024-04-03 07:00:00,0,
1188,DE,tracker,pro,2024-06-25,1,2024-06-26 22:00:00,1,2024-06-28 09:00:00,1,2024-06-28 15:00:00,1,2024-06-29 23:00:00
1189,IN,tracker,free,2024-03-06,1,2024-03-07 22:00:00,1,2024-03-08 14:00:00,1,2024-03-09 10:00:00,0,
1190,US,tracker,pro,2024-06-22,1,2024-06-22 20:00:00,1,2024-06-24 23:00:00,1,2024-06-27 21:00:00,1,2024-06-30 00:00:00
1191,DE,tracker,enterprise,2024-05-12,1,2024-05-13 21:00:00,1,2024-05-16 02:00:00,0,,0,
